geoid,county,st,pct_travel_60_min,pct_bach_higher,pct_masters_higher,med_hh_inc
0500000US18021,Clay County,Indiana,7.933,15.086,5.462,47602
0500000US18023,Clinton County,Indiana,6.463,15.131,4.744,48478
0500000US18025,Crawford County,Indiana,14.661,9.704,4.033,38695
0500000US18027,Daviess County,Indiana,8.850,13.737,5.644,47342
0500000US18029,Dearborn County,Indiana,8.689,19.473,6.317,58680
0500000US18031,Decatur County,Indiana,7.227,16.247,5.529,49799
0500000US18033,DeKalb County,Indiana,3.193,17.045,5.596,48341
0500000US18035,Delaware County,Indiana,6.554,23.248,9.917,38830
0500000US18037,Dubois County,Indiana,4.737,18.696,5.778,53513
0500000US18039,Elkhart County,Indiana,2.217,18.138,5.798,47913
0500000US18041,Fayette County,Indiana,10.146,9.800,3.118,39379
0500000US18043,Floyd County,Indiana,3.442,25.834,9.416,54914
0500000US18045,Fountain County,Indiana,8.573,13.632,4.633,46760
0500000US18047,Franklin County,Indiana,13.144,19.253,6.394,51748
0500000US18049,Fulton County,Indiana,6.682,13.194,4.138,45332
0500000US18051,Gibson County,Indiana,2.642,15.058,4.585,48303
0500000US18053,Grant County,Indiana,5.084,17.255,6.670,40294
0500000US18055,Greene County,Indiana,10.143,13.731,5.208,45397
0500000US18057,Hamilton County,Indiana,5.097,55.881,20.348,86222
0500000US18059,Hancock County,Indiana,4.609,28.260,9.847,66606
0500000US18061,Harrison County,Indiana,8.747,15.986,5.632,52128
0500000US18063,Hendricks County,Indiana,4.428,33.394,9.864,70163
0500000US18065,Henry County,Indiana,11.093,15.580,5.348,41855
0500000US18067,Howard County,Indiana,7.784,18.895,6.756,44226
0500000US18069,Huntington County,Indiana,3.487,18.005,6.849,46945
0500000US18071,Jackson County,Indiana,4.934,15.011,5.209,47000
0500000US18073,Jasper County,Indiana,13.381,15.339,5.633,55374
0500000US18075,Jay County,Indiana,5.162,10.115,3.484,41021
0500000US18077,Jefferson County,Indiana,9.275,17.578,6.926,45718
0500000US18079,Jennings County,Indiana,6.902,10.395,3.633,44736
0500000US18081,Johnson County,Indiana,5.819,28.518,9.103,62147
0500000US18083,Knox County,Indiana,5.079,15.240,5.506,42725
0500000US18085,Kosciusko County,Indiana,4.830,20.705,7.247,52821
0500000US18087,LaGrange County,Indiana,5.036,9.833,3.961,49964
0500000US18089,Lake County,Indiana,10.229,20.412,6.589,50135
0500000US18091,LaPorte County,Indiana,6.410,17.163,6.275,46872
0500000US18093,Lawrence County,Indiana,7.083,13.780,4.737,45875
0500000US18095,Madison County,Indiana,8.338,17.531,5.596,44195
0500000US18097,Marion County,Indiana,3.919,28.305,9.848,42168
0500000US18099,Marshall County,Indiana,5.446,18.256,6.735,48485
0500000US18101,Martin County,Indiana,8.212,12.116,5.511,44589
0500000US18103,Miami County,Indiana,7.402,11.913,4.202,45184
0500000US18105,Monroe County,Indiana,4.635,44.977,22.691,42404
0500000US18107,Montgomery County,Indiana,6.336,15.995,5.431,48213
0500000US18109,Morgan County,Indiana,9.005,15.705,5.456,55432
0500000US18111,Newton County,Indiana,16.807,9.682,3.210,46895
0500000US18113,Noble County,Indiana,4.197,14.303,4.315,49331
0500000US18115,Ohio County,Indiana,19.785,12.918,3.730,48780
0500000US18117,Orange County,Indiana,12.921,11.386,4.316,39812
0500000US18119,Owen County,Indiana,15.864,10.501,4.500,43948
0500000US18121,Parke County,Indiana,9.377,13.468,4.343,40781
0500000US18123,Perry County,Indiana,6.008,11.452,5.470,47470
0500000US18125,Pike County,Indiana,4.501,11.630,4.266,44399
0500000US18127,Porter County,Indiana,8.234,26.386,9.815,63926
0500000US18129,Posey County,Indiana,2.660,20.598,6.539,58101
0500000US18131,Pulaski County,Indiana,7.275,11.383,3.233,43836
0500000US18133,Putnam County,Indiana,12.068,15.232,6.533,51355
0500000US18135,Randolph County,Indiana,5.041,12.324,4.988,40810
0500000US18137,Ripley County,Indiana,10.474,16.417,4.865,51170
0500000US18139,Rush County,Indiana,11.842,14.859,6.144,45121
0500000US18141,St. Joseph County,Indiana,2.983,27.949,11.024,45471
0500000US18143,Scott County,Indiana,5.837,12.151,3.901,44442
0500000US18145,Shelby County,Indiana,4.495,14.812,5.611,53584
0500000US18147,Spencer County,Indiana,7.711,14.954,5.867,55247
0500000US18149,Starke County,Indiana,13.425,11.608,3.987,42208
0500000US18151,Steuben County,Indiana,5.679,19.973,6.266,48472
0500000US18153,Sullivan County,Indiana,4.903,13.179,3.747,45023
0500000US18155,Switzerland County,Indiana,17.745,9.057,2.566,44061
0500000US18157,Tippecanoe County,Indiana,3.208,35.161,15.381,45932
0500000US18159,Tipton County,Indiana,8.806,19.388,6.074,51613
0500000US18161,Union County,Indiana,9.399,18.618,6.407,44277
0500000US18163,Vanderburgh County,Indiana,2.963,24.164,8.408,43046
0500000US18165,Vermillion County,Indiana,6.438,13.526,3.866,43600
0500000US18167,Vigo County,Indiana,5.241,22.467,8.646,40313
0500000US18169,Wabash County,Indiana,3.734,18.816,7.810,45649
0500000US18171,Warren County,Indiana,7.278,18.641,6.219,56042
0500000US18173,Warrick County,Indiana,4.165,27.015,10.031,62185
0500000US18175,Washington County,Indiana,15.181,12.370,6.146,41289
0500000US18177,Wayne County,Indiana,6.131,17.403,7.240,38494
0500000US18179,Wells County,Indiana,3.266,17.566,5.756,51101
0500000US18181,White County,Indiana,7.355,15.537,5.223,52154
0500000US18183,Whitley County,Indiana,3.488,18.389,6.911,54389
0500000US19001,Adair County,Iowa,8.682,15.289,3.410,46526
0500000US19003,Adams County,Iowa,4.015,15.100,3.989,48043
0500000US19005,Allamakee County,Iowa,8.505,16.277,4.694,45890
0500000US19007,Appanoose County,Iowa,6.808,17.614,4.742,41394
0500000US19009,Audubon County,Iowa,4.428,14.303,3.881,46979
0500000US19011,Benton County,Iowa,4.082,21.631,5.329,60606
0500000US19013,Black Hawk County,Iowa,2.887,27.036,9.109,48369
0500000US19015,Boone County,Iowa,3.544,23.235,6.262,52985
0500000US19017,Bremer County,Iowa,2.571,28.589,8.286,62163
0500000US19019,Buchanan County,Iowa,3.557,16.774,3.665,56150
0500000US19021,Buena Vista County,Iowa,2.479,18.940,6.628,48195
0500000US19023,Butler County,Iowa,4.876,15.153,4.073,52360
0500000US19025,Calhoun County,Iowa,4.511,18.380,5.254,44921
0500000US19027,Carroll County,Iowa,3.644,20.078,4.864,50559
0500000US19029,Cass County,Iowa,7.397,19.860,5.249,43750
0500000US19031,Cedar County,Iowa,4.404,21.539,6.061,59047
0500000US19033,Cerro Gordo County,Iowa,3.024,22.151,6.115,46122
0500000US19035,Cherokee County,Iowa,2.938,18.813,4.450,48599
0500000US19037,Chickasaw County,Iowa,7.039,14.975,3.791,47040
0500000US19039,Clarke County,Iowa,7.933,13.918,4.180,43327
0500000US19041,Clay County,Iowa,2.535,19.340,4.254,50389
0500000US19043,Clayton County,Iowa,7.074,16.791,4.482,48007
0500000US19045,Clinton County,Iowa,3.881,19.555,5.618,50498
0500000US19047,Crawford County,Iowa,3.667,13.483,2.892,48084
0500000US19049,Dallas County,Iowa,3.242,44.222,11.766,76320
0500000US19051,Davis County,Iowa,6.050,16.781,5.011,48888
0500000US19053,Decatur County,Iowa,8.683,19.849,5.909,38560
0500000US19055,Delaware County,Iowa,5.623,14.828,4.929,58274
0500000US19057,Des Moines County,Iowa,3.279,20.026,6.204,44423
0500000US19059,Dickinson County,Iowa,2.583,27.445,8.429,57265
0500000US19061,Dubuque County,Iowa,3.063,28.697,9.943,54605
0500000US19063,Emmet County,Iowa,2.509,16.218,4.155,47795
0500000US19065,Fayette County,Iowa,5.624,18.473,5.851,44928
0500000US19067,Floyd County,Iowa,5.294,18.169,4.065,44797
0500000US19069,Franklin County,Iowa,3.484,16.696,4.852,48605
0500000US19071,Fremont County,Iowa,9.621,21.486,5.910,53324
0500000US19073,Greene County,Iowa,5.900,18.606,4.538,46898
0500000US19075,Grundy County,Iowa,2.455,22.735,5.317,56750
0500000US19077,Guthrie County,Iowa,11.712,19.229,5.542,51013
0500000US19079,Hamilton County,Iowa,3.863,19.922,5.459,49813
0500000US19081,Hancock County,Iowa,5.149,18.120,4.915,52981
0500000US19083,Hardin County,Iowa,4.318,18.235,5.106,51019
0500000US19085,Harrison County,Iowa,7.702,17.387,4.086,53567
0500000US19087,Henry County,Iowa,4.691,18.783,4.193,49321
0500000US19089,Howard County,Iowa,5.245,12.808,4.900,49869
0500000US19091,Humboldt County,Iowa,3.394,17.607,4.102,47252
0500000US19093,Ida County,Iowa,3.971,19.343,4.129,46993
0500000US19095,Iowa County,Iowa,2.954,20.654,7.495,59375
0500000US19097,Jackson County,Iowa,5.042,15.287,4.914,49028
0500000US19099,Jasper County,Iowa,3.914,18.162,3.632,55033
0500000US19101,Jefferson County,Iowa,2.586,31.873,14.161,42899
0500000US19103,Johnson County,Iowa,2.169,51.313,23.950,55700
0500000US19105,Jones County,Iowa,7.556,16.577,4.227,55060
0500000US19107,Keokuk County,Iowa,7.284,15.484,4.299,43838
0500000US19109,Kossuth County,Iowa,2.240,19.078,4.386,51496
0500000US19111,Lee County,Iowa,3.021,15.455,4.195,43312
0500000US19113,Linn County,Iowa,3.012,31.514,9.922,59322
0500000US19115,Louisa County,Iowa,5.262,13.212,3.522,51144
0500000US19117,Lucas County,Iowa,15.471,14.939,2.981,43962
0500000US19119,Lyon County,Iowa,2.121,20.773,5.387,57130
0500000US19121,Madison County,Iowa,5.553,21.654,5.246,60060
0500000US19123,Mahaska County,Iowa,4.462,22.713,6.151,48726
0500000US19125,Marion County,Iowa,7.364,24.779,7.315,54693
0500000US19127,Marshall County,Iowa,4.717,19.656,5.789,53351
0500000US19129,Mills County,Iowa,4.712,23.844,7.834,63979
0500000US19131,Mitchell County,Iowa,3.383,14.855,3.560,49488
0500000US19133,Monona County,Iowa,8.681,14.505,4.433,40302
0500000US19135,Monroe County,Iowa,7.451,17.227,4.177,46304
0500000US19137,Montgomery County,Iowa,7.992,14.916,4.061,42418
0500000US19139,Muscatine County,Iowa,2.207,18.784,5.264,53676
0500000US19141,O'Brien County,Iowa,2.694,18.782,5.080,55227
0500000US19143,Osceola County,Iowa,3.154,17.405,3.769,49448
0500000US19145,Page County,Iowa,2.679,20.047,6.238,43912
0500000US19147,Palo Alto County,Iowa,2.968,20.003,4.898,47113
0500000US19149,Plymouth County,Iowa,2.720,20.453,4.472,57130
0500000US19151,Pocahontas County,Iowa,3.995,17.442,3.267,45069
0500000US19153,Polk County,Iowa,2.320,35.783,10.691,60061
0500000US19155,Pottawattamie County,Iowa,3.434,20.198,5.533,51976
0500000US19157,Poweshiek County,Iowa,4.831,24.571,9.312,51006
0500000US19159,Ringgold County,Iowa,3.445,20.774,6.331,47042
0500000US19161,Sac County,Iowa,3.577,19.718,4.825,49572
0500000US19163,Scott County,Iowa,2.699,32.098,11.691,55114
0500000US19165,Shelby County,Iowa,7.049,21.271,5.212,50952
0500000US19167,Sioux County,Iowa,2.478,25.522,7.585,61627
0500000US19169,Story County,Iowa,2.250,48.292,21.036,50438
0500000US19171,Tama County,Iowa,5.460,15.738,4.572,55203
0500000US19173,Taylor County,Iowa,5.192,14.504,4.242,44246
0500000US19175,Union County,Iowa,6.256,14.701,3.175,44351
0500000US19177,Van Buren County,Iowa,4.994,12.706,3.225,45111
0500000US19179,Wapello County,Iowa,3.378,16.760,5.666,42095
0500000US19181,Warren County,Iowa,4.206,28.183,7.734,64447
0500000US19183,Washington County,Iowa,3.149,20.930,6.970,56390
0500000US19185,Wayne County,Iowa,9.961,13.947,4.011,43358
0500000US19187,Webster County,Iowa,2.989,18.782,5.322,42408
0500000US19189,Winnebago County,Iowa,2.669,20.568,4.750,47668
0500000US19191,Winneshiek County,Iowa,3.807,27.684,11.252,54429
0500000US19193,Woodbury County,Iowa,2.985,21.108,6.661,46720
0500000US19195,Worth County,Iowa,2.073,15.379,3.695,48459
0500000US19197,Wright County,Iowa,2.136,17.003,4.928,43698
0500000US20001,Allen County,Kansas,4.372,18.176,5.960,38698
0500000US20003,Anderson County,Kansas,12.116,16.480,6.003,40696
0500000US20005,Atchison County,Kansas,7.214,19.872,7.212,43581
0500000US20007,Barber County,Kansas,3.149,20.167,8.477,51811
0500000US20009,Barton County,Kansas,5.425,16.922,4.493,44013
0500000US20011,Bourbon County,Kansas,4.831,22.134,8.235,38280
0500000US20013,Brown County,Kansas,4.763,19.809,7.664,43724
0500000US20015,Butler County,Kansas,3.693,27.957,9.314,58897
0500000US20017,Chase County,Kansas,9.066,24.301,7.824,38707
0500000US20019,Chautauqua County,Kansas,5.630,17.543,4.317,37993
0500000US20021,Cherokee County,Kansas,3.108,17.390,6.229,41388
0500000US20023,Cheyenne County,Kansas,3.869,22.342,5.393,44500
0500000US20025,Clark County,Kansas,5.010,29.692,6.233,42589
0500000US20027,Clay County,Kansas,4.045,23.693,7.670,52066
0500000US20029,Cloud County,Kansas,3.825,17.485,6.862,39282
0500000US20031,Coffey County,Kansas,7.146,21.015,5.414,57433
0500000US20033,Comanche County,Kansas,5.302,23.977,6.748,45288
0500000US20035,Cowley County,Kansas,5.120,19.199,6.471,43860
0500000US20037,Crawford County,Kansas,2.326,28.618,11.010,36534
0500000US20039,Decatur County,Kansas,5.784,26.606,8.109,40657
0500000US20041,Dickinson County,Kansas,4.144,20.039,6.473,49096
0500000US20043,Doniphan County,Kansas,5.221,16.540,5.202,47209
0500000US20045,Douglas County,Kansas,3.778,49.150,22.841,50939
0500000US20047,Edwards County,Kansas,3.863,18.667,3.714,47303
0500000US20049,Elk County,Kansas,14.185,17.411,5.655,36458
0500000US20051,Ellis County,Kansas,2.182,32.337,10.482,45579
0500000US20053,Ellsworth County,Kansas,3.369,21.183,6.022,47736
0500000US20055,Finney County,Kansas,4.113,18.564,6.129,49227
0500000US20057,Ford County,Kansas,2.393,17.929,5.131,50777
0500000US20059,Franklin County,Kansas,7.989,21.210,6.780,51081
0500000US20061,Geary County,Kansas,1.667,20.368,6.627,43992
0500000US20063,Gove County,Kansas,2.331,21.436,4.044,46364
0500000US20065,Graham County,Kansas,6.206,26.500,6.468,43826
0500000US20067,Grant County,Kansas,6.340,18.212,4.206,55432
0500000US20069,Gray County,Kansas,2.375,19.084,4.791,61000
0500000US20071,Greeley County,Kansas,2.825,25.503,5.145,47750
0500000US20073,Greenwood County,Kansas,11.190,16.493,5.222,38838
0500000US20075,Hamilton County,Kansas,3.734,13.333,2.281,45114
0500000US20077,Harper County,Kansas,5.069,19.746,6.704,43973
0500000US20079,Harvey County,Kansas,1.158,26.489,9.182,51327
0500000US20081,Haskell County,Kansas,3.194,17.729,6.569,56484
0500000US20083,Hodgeman County,Kansas,3.368,23.652,5.248,54856
0500000US20085,Jackson County,Kansas,5.261,18.681,6.160,54077
0500000US20087,Jefferson County,Kansas,9.158,19.481,6.780,57236
0500000US20089,Jewell County,Kansas,3.766,15.425,4.075,40553
0500000US20091,Johnson County,Kansas,2.376,52.826,19.268,76113
0500000US20093,Kearny County,Kansas,1.699,17.225,6.699,50506
0500000US20095,Kingman County,Kansas,3.524,20.529,5.730,50844
0500000US20097,Kiowa County,Kansas,2.750,27.337,9.467,43963
0500000US20099,Labette County,Kansas,3.093,19.499,7.154,41439
0500000US20101,Lane County,Kansas,5.731,21.398,5.867,56507
0500000US20103,Leavenworth County,Kansas,3.869,28.975,12.549,63726
0500000US20105,Lincoln County,Kansas,5.054,20.302,4.709,44276
0500000US20107,Linn County,Kansas,19.651,14.953,4.444,46964
0500000US20109,Logan County,Kansas,2.846,18.210,6.533,46875
0500000US20111,Lyon County,Kansas,5.098,25.614,8.975,40021
0500000US20113,McPherson County,Kansas,1.907,27.390,8.078,56128
0500000US20115,Marion County,Kansas,5.111,22.591,7.853,45927
0500000US20117,Marshall County,Kansas,2.981,16.641,4.876,45374
0500000US20119,Meade County,Kansas,3.154,22.199,5.794,52250
0500000US20121,Miami County,Kansas,6.147,23.260,6.756,60966
0500000US20123,Mitchell County,Kansas,1.457,25.746,7.726,48217
0500000US20125,Montgomery County,Kansas,3.075,17.073,5.899,41083
0500000US20127,Morris County,Kansas,8.020,17.559,7.573,47089
0500000US20129,Morton County,Kansas,5.510,13.915,3.342,46028
0500000US20131,Nemaha County,Kansas,3.966,22.615,5.801,48653
0500000US20133,Neosho County,Kansas,4.004,18.584,6.485,43195
0500000US20135,Ness County,Kansas,1.573,19.781,4.289,44904
0500000US20137,Norton County,Kansas,5.437,17.403,2.197,47852
0500000US20139,Osage County,Kansas,8.996,19.460,6.622,49915
0500000US20141,Osborne County,Kansas,2.763,20.561,5.505,40216
0500000US20143,Ottawa County,Kansas,5.625,21.380,6.229,52479
0500000US20145,Pawnee County,Kansas,4.808,21.723,8.994,43250
0500000US20147,Phillips County,Kansas,4.578,21.563,6.034,44170
0500000US20149,Pottawatomie County,Kansas,4.907,32.219,11.045,60216
0500000US20151,Pratt County,Kansas,2.879,25.866,7.896,49550
0500000US20153,Rawlins County,Kansas,3.781,25.039,6.482,41579
0500000US20155,Reno County,Kansas,4.191,20.189,6.396,45288
0500000US20157,Republic County,Kansas,3.497,19.989,6.571,40449
0500000US20159,Rice County,Kansas,2.575,21.247,7.218,48460
0500000US20161,Riley County,Kansas,1.598,44.943,20.859,44437
0500000US20163,Rooks County,Kansas,4.425,21.967,7.888,43558
0500000US20165,Rush County,Kansas,4.443,21.702,8.894,38854
0500000US20167,Russell County,Kansas,3.347,24.013,10.944,41102
0500000US20169,Saline County,Kansas,2.350,23.398,8.246,47801
0500000US20171,Scott County,Kansas,1.585,20.494,4.826,51850
0500000US20173,Sedgwick County,Kansas,1.833,29.422,9.687,50657
0500000US20175,Seward County,Kansas,5.646,11.804,3.326,47134
0500000US20177,Shawnee County,Kansas,3.098,28.955,10.206,50378
0500000US20179,Sheridan County,Kansas,2.087,21.619,5.710,49750
0500000US20181,Sherman County,Kansas,3.332,14.102,4.303,39029
0500000US20183,Smith County,Kansas,3.305,18.069,5.064,43848
0500000US20185,Stafford County,Kansas,4.125,21.830,4.859,47377
0500000US20187,Stanton County,Kansas,0.292,22.222,5.781,43780
0500000US20189,Stevens County,Kansas,4.182,15.404,2.655,55433
0500000US20191,Sumner County,Kansas,5.991,19.906,5.809,50141
0500000US20193,Thomas County,Kansas,0.693,28.274,9.698,48504
0500000US20195,Trego County,Kansas,4.459,25.024,6.503,54000
0500000US20197,Wabaunsee County,Kansas,4.339,22.961,6.820,54688
0500000US20199,Wallace County,Kansas,5.121,25.209,5.581,47279
0500000US20201,Washington County,Kansas,5.051,16.964,3.770,45159
0500000US20203,Wichita County,Kansas,2.378,16.106,3.651,57171
0500000US20205,Wilson County,Kansas,2.897,14.703,4.800,40306
0500000US20207,Woodson County,Kansas,5.621,15.978,3.238,35787
0500000US20209,Wyandotte County,Kansas,2.604,15.939,5.198,40113
0500000US21001,Adair County,Kentucky,6.967,15.878,6.625,33362
0500000US21003,Allen County,Kentucky,5.420,13.553,5.873,41326
0500000US21005,Anderson County,Kentucky,6.405,18.941,7.511,53974
0500000US21007,Ballard County,Kentucky,6.226,13.611,5.651,42244
0500000US21009,Barren County,Kentucky,4.437,15.562,6.529,38370
0500000US21011,Bath County,Kentucky,6.446,12.206,3.086,33483
0500000US21013,Bell County,Kentucky,7.917,9.814,4.822,22443
0500000US21015,Boone County,Kentucky,4.873,30.845,10.703,66730
0500000US21017,Bourbon County,Kentucky,3.851,15.998,5.126,45208
0500000US21019,Boyd County,Kentucky,4.154,17.665,7.398,42319
0500000US21021,Boyle County,Kentucky,7.223,22.650,10.815,39704
0500000US21023,Bracken County,Kentucky,19.100,14.011,4.829,36327
0500000US21025,Breathitt County,Kentucky,9.901,11.236,6.179,25817
0500000US21027,Breckinridge County,Kentucky,13.422,9.543,4.468,43479
0500000US21029,Bullitt County,Kentucky,5.423,14.277,5.058,55975
0500000US21031,Butler County,Kentucky,7.846,8.713,4.256,33536
0500000US21033,Caldwell County,Kentucky,7.088,16.383,8.730,42537
0500000US21035,Calloway County,Kentucky,3.939,27.529,11.382,37034
0500000US21037,Campbell County,Kentucky,3.138,29.080,10.919,54621
0500000US21039,Carlisle County,Kentucky,5.813,13.296,5.403,38829
0500000US21041,Carroll County,Kentucky,4.309,11.246,4.967,41439
0500000US21043,Carter County,Kentucky,11.643,12.820,4.937,36696
0500000US21045,Casey County,Kentucky,8.577,11.204,6.136,32341
0500000US21047,Christian County,Kentucky,3.276,16.647,6.291,39521
0500000US21049,Clark County,Kentucky,3.593,20.685,6.873,47959
0500000US21051,Clay County,Kentucky,11.420,9.572,4.223,21549
0500000US21053,Clinton County,Kentucky,5.812,9.602,4.866,28025
0500000US21055,Crittenden County,Kentucky,14.016,11.396,4.154,35316
0500000US21057,Cumberland County,Kentucky,5.240,13.404,3.785,32019
0500000US21059,Daviess County,Kentucky,4.002,20.263,8.505,45989
0500000US21061,Edmonson County,Kentucky,8.556,13.254,4.598,41710
0500000US21063,Elliott County,Kentucky,17.718,7.480,3.095,28224
0500000US21065,Estill County,Kentucky,16.740,7.816,3.546,29770
0500000US21067,Fayette County,Kentucky,3.324,41.170,17.614,49778
0500000US21069,Fleming County,Kentucky,12.069,12.783,5.673,35469
0500000US21071,Floyd County,Kentucky,6.624,12.798,6.767,30096
0500000US21073,Franklin County,Kentucky,3.940,26.978,10.504,47964
0500000US21075,Fulton County,Kentucky,7.063,13.072,5.158,28359
0500000US21077,Gallatin County,Kentucky,11.366,10.137,3.046,48370
0500000US21079,Garrard County,Kentucky,15.434,15.113,5.172,44243
0500000US21081,Grant County,Kentucky,8.230,12.409,4.690,44824
0500000US21083,Graves County,Kentucky,3.835,17.350,6.839,39530
0500000US21085,Grayson County,Kentucky,12.093,9.116,4.578,35030
0500000US21087,Green County,Kentucky,7.886,10.234,4.043,34982
0500000US21089,Greenup County,Kentucky,6.383,16.940,6.032,45370
0500000US21091,Hancock County,Kentucky,5.544,11.165,4.003,50476
0500000US21093,Hardin County,Kentucky,5.312,23.156,10.154,50765
0500000US21095,Harlan County,Kentucky,7.204,11.720,5.127,25814
0500000US21097,Harrison County,Kentucky,6.970,14.028,4.941,35681
0500000US21099,Hart County,Kentucky,10.878,10.334,4.452,34774
0500000US21101,Henderson County,Kentucky,4.776,16.806,6.842,41036
0500000US21103,Henry County,Kentucky,9.886,11.186,4.237,46495
0500000US21105,Hickman County,Kentucky,3.174,9.209,3.883,41218
0500000US21107,Hopkins County,Kentucky,6.251,15.276,6.738,42346
0500000US21109,Jackson County,Kentucky,11.603,9.696,5.432,29826
0500000US21111,Jefferson County,Kentucky,3.464,31.499,13.155,48695
0500000US21113,Jessamine County,Kentucky,5.312,28.953,12.723,50558
0500000US21115,Johnson County,Kentucky,11.262,10.773,5.250,35570
0500000US21117,Kenton County,Kentucky,4.490,28.889,10.333,54296
0500000US21119,Knott County,Kentucky,9.976,12.292,6.091,30411
0500000US21121,Knox County,Kentucky,4.954,10.974,5.494,26599
0500000US21123,Larue County,Kentucky,8.654,10.320,3.576,38578
0500000US21125,Laurel County,Kentucky,5.464,12.268,5.456,36020
0500000US21127,Lawrence County,Kentucky,15.455,11.884,5.717,35935
0500000US21129,Lee County,Kentucky,14.690,7.924,4.517,22698
0500000US21131,Leslie County,Kentucky,12.605,8.584,3.327,25872
0500000US21133,Letcher County,Kentucky,9.601,11.789,4.730,30333
0500000US21135,Lewis County,Kentucky,15.256,10.921,5.534,28630
0500000US21137,Lincoln County,Kentucky,11.066,10.619,4.068,37139
0500000US21139,Livingston County,Kentucky,8.746,10.363,5.431,42171
0500000US21141,Logan County,Kentucky,4.632,13.249,4.986,38570
0500000US21143,Lyon County,Kentucky,7.012,17.831,7.558,46931
0500000US21145,McCracken County,Kentucky,2.316,22.961,9.377,44067
0500000US21147,McCreary County,Kentucky,11.537,7.039,3.837,19328
0500000US21149,McLean County,Kentucky,7.898,10.920,4.791,40770
0500000US21151,Madison County,Kentucky,5.213,28.620,11.910,42390
0500000US21153,Magoffin County,Kentucky,17.793,8.505,4.567,28500
0500000US21155,Marion County,Kentucky,7.467,13.449,5.311,38826
0500000US21157,Marshall County,Kentucky,3.056,15.824,6.513,45212
0500000US21159,Martin County,Kentucky,20.277,6.515,4.016,25795
0500000US21161,Mason County,Kentucky,13.580,15.982,8.453,38824
0500000US21163,Meade County,Kentucky,11.276,14.818,6.399,49884
0500000US21165,Menifee County,Kentucky,9.476,10.657,4.174,31503
0500000US21167,Mercer County,Kentucky,9.762,18.764,7.898,42083
0500000US21169,Metcalfe County,Kentucky,4.590,11.590,5.464,32294
0500000US21171,Monroe County,Kentucky,7.924,14.118,5.997,31045
0500000US21173,Montgomery County,Kentucky,7.960,17.092,7.051,39275
0500000US21175,Morgan County,Kentucky,20.904,11.794,5.148,29707
0500000US21177,Muhlenberg County,Kentucky,7.616,10.401,5.400,38961
0500000US21179,Nelson County,Kentucky,9.082,16.223,6.491,49298
0500000US21181,Nicholas County,Kentucky,13.938,11.175,5.199,36097
0500000US21183,Ohio County,Kentucky,9.693,9.742,4.524,40189
0500000US21185,Oldham County,Kentucky,4.354,39.392,15.298,85452
0500000US21187,Owen County,Kentucky,11.780,12.197,3.884,41934
0500000US21189,Owsley County,Kentucky,5.851,16.585,8.109,20985
0500000US21191,Pendleton County,Kentucky,18.182,10.778,3.606,48353
0500000US21193,Perry County,Kentucky,4.972,14.009,6.690,32667
0500000US21195,Pike County,Kentucky,7.270,13.314,6.685,33183
0500000US21197,Powell County,Kentucky,10.328,13.004,6.901,29736
0500000US21199,Pulaski County,Kentucky,5.169,14.423,5.810,34790
0500000US21201,Robertson County,Kentucky,15.344,16.031,6.234,31741
0500000US21203,Rockcastle County,Kentucky,10.047,9.788,5.203,31555
0500000US21205,Rowan County,Kentucky,6.899,26.908,15.804,36860
0500000US21207,Russell County,Kentucky,5.677,12.389,5.738,30720
0500000US21209,Scott County,Kentucky,2.968,27.779,10.556,63027
0500000US21211,Shelby County,Kentucky,4.098,23.754,9.627,60324
0500000US21213,Simpson County,Kentucky,7.370,15.101,4.926,39679
0500000US21215,Spencer County,Kentucky,6.805,18.468,5.807,63000
0500000US21217,Taylor County,Kentucky,5.501,15.783,7.651,33340
0500000US21219,Todd County,Kentucky,4.651,10.776,4.458,40497
0500000US21221,Trigg County,Kentucky,7.765,17.599,8.202,44083
0500000US21223,Trimble County,Kentucky,6.827,10.281,3.654,47409
0500000US21225,Union County,Kentucky,5.399,11.345,5.260,40120
0500000US21227,Warren County,Kentucky,4.328,28.056,10.867,44911
0500000US21229,Washington County,Kentucky,10.637,14.477,7.690,40976
0500000US21231,Wayne County,Kentucky,2.535,10.049,5.695,28573
0500000US21233,Webster County,Kentucky,9.584,9.169,3.902,38917
0500000US21235,Whitley County,Kentucky,4.273,15.936,7.084,31014
0500000US21237,Wolfe County,Kentucky,20.022,11.944,6.359,20504
0500000US21239,Woodford County,Kentucky,3.486,32.918,12.742,58750
0500000US22001,Acadia Parish,Louisiana,10.783,10.495,2.936,37649
0500000US22003,Allen Parish,Louisiana,12.958,11.645,4.790,40948
0500000US22005,Ascension Parish,Louisiana,11.281,26.008,7.074,70551
0500000US22007,Assumption Parish,Louisiana,15.585,10.725,3.223,49167
0500000US22009,Avoyelles Parish,Louisiana,13.344,9.469,3.147,33739
0500000US22011,Beauregard Parish,Louisiana,12.039,15.065,4.377,45969
0500000US22013,Bienville Parish,Louisiana,14.421,11.221,4.084,32876
0500000US22015,Bossier Parish,Louisiana,3.487,25.654,9.592,52892
0500000US22017,Caddo Parish,Louisiana,4.209,23.795,8.769,41234
0500000US22019,Calcasieu Parish,Louisiana,4.657,20.737,6.325,45312
0500000US22021,Caldwell Parish,Louisiana,8.058,10.153,3.708,33294
0500000US22023,Cameron Parish,Louisiana,11.445,15.838,4.352,64231
