FMID,MarketName,street,city,County,State,zip,longitude,latitude,Organic
1004280,Drake Farmers Market,Main St-6th Ave,Drake,McHenry,North Dakota,58736,-100.371695,47.927228,-
1016911,Drake Neighborhood Farmers Market,24th St and Cottage Grove,Des Moines ,Polk,Iowa,50311,-93.649704,41.596602,Y
1004980,"Drake Road Farmers' Market, LLC",802 W. Drake Road,Fort Collins,Larimer,Colorado,80526,-105.091045,40.552988,Y
1002597,Draper Valley Farmer's Market,3054 Greenbriar Road,Draper,Pulaski,Virginia,24324,-80.7422,37.0009,-
1010060,Dresden Farmers Market,421 Linden Street,Dresden ,Weakley,Tennessee,38225,-88.705486,36.285611,Y
1012665,Dripping Springs Farmers Market,140 East Mercer Street,Dripping Springs ,Hays,Texas,78620,-98.0864453,30.1922992,Y
1004676,Druid Hill Farmers' Market,3100 Swann Drive,Baltimore,Baltimore City,Maryland,21217,-76.645847,39.317944,Y
1002409,Du Quion Farmers Market,Keyes Park at Park  and Divisions,Du Quoin,Perry,Illinois,62832,-89.2385,38.0132,-
1005577,Duarte,E. Huntington Dr. & Buena Vista St.,DUARTE,Los Angeles,California,,-117.978,34.1397,-
1005358,Dublin,at Central Parkway and Tassajara Road,Dublin,Alameda,California,94568,-121.873763,37.710493,Y
1009977,Dublin Farmers' Market,4261 West Dublin Granville Road,Dublin,Franklin,Ohio,43017,-83.103455,40.099046,N
1010750,Dubois Farmers Market,,DuBois,Clearfield,Pennsylvania,15801,-78.762102,41.118587,-
1006451,Dubois Farmers' Market,9 South 1st Street,Dubois,Fremont,Wyoming,82513,-109.630466,43.533336,N
1005197,Dubuque Farmers Market,Iowa Street between 11th & 14th Streets,Dubuque,Dubuque,Iowa,52001,-90.668031,42.504954,Y
1004485,Dubuque Winter Farmers Market,1101 Central Ave,Dubuque,Dubuque,Iowa,52001,-90.6666256,42.5039834,Y
1004484,Dudley,119 West Main Street,Dudley,Worcester,Massachusetts,01571,-71.9011877,42.0441124,N
1003113,Due West Farmers Market,Hwy. 184 & Beulah Street,Due West,,South Carolina,29639,-82.3863,34.3355,-
1007313,Duffield Farmers Market,,Jonesville,Lee,Virginia,24263,-83.154,36.695,-
1010872,Duke Farmers Market,"Research Drive, Duke University Medical Center Campus",Durham,Durham,North Carolina,27708,-78.939226,36.005437,Y
1009697,Duke Farmers Market at Duke Regional Hospital,3643 N. Roxboro Rd.,Durham ,Durham,North Carolina,27704,-78.899990,36.035963,N
1001873,Duke Mobile Farmers Market,The Sarah P. Duke Gardens on Anderson Drive,Durham,Durham,North Carolina,27710,-78.9320532,35.9946843,Y
1008158,dulce diamante farmer market,6897 michigan ave,Detroit,Wayne,Michigan,48210,-83.129376,42.331109,-
1010851,Duluth Farmer's Market,14th Ave. E. & 3rd St.,Duluth,Carlton,Minnesota,55810,-92.0840550,46.8022696,Y
1012101,DUMBO's Down to Earth Farmers Market,155 Water St,Brooklyn,Kings,New York,11201,-73.987717,40.703012,-
1004090,Duncan Mills-West Sonoma Farmers Market,25300 Steelhead Blvd.,Villa Grande,Sonoma,California,95486,-123.052,38.4517,-
1006998,Dundalk Farmers' Market,,Dundalk,Baltimore,Maryland,21222,-76.5205,39.2507,-
1002544,Dundas Farmers Market,101 Railway St S,Dundas,Rice,Minnesota,55019,-93.207589,44.428731,N
1005571,Dundee Farmers & Crafters Market,3552 State Road 50,Dundee,Fond du Lac,Wisconsin,,-87.9638,43.0423,-
1006821,Dundee Farmers Market,Highway 99 and 7th Street,Dundee,Yamhill,Oregon,97115,-123.015,45.2796,-
1012250,Dundee Farmers Market,"Downtown Dundee, In the Triangle",DUNDEE,Monroe,Michigan,48131,-83.660742,41.957342,-
1004579,Dunedin Green Market,Pioneer Park (400 Main Street),Dunedin,Pinellas,Florida,34698,-82.7876,28.012,-
1011190,Dunkirk Farmers Market,45 Cliffstar Court,Dunkirk,Chautauqua,New York,14048,-79.326651,42.483730,N
1001993,Dunn Farmers Market,Downtown,Dunn,Harnett,North Carolina,28334,-78.6074,35.3072,-
1006719,Dunsmuir Farmers Market,Dunsmuir Ave. & Spruce,Dunsmuir,Siskiyou,California,96025,-122.272,41.2122,-
1007707,Dunwoody Green Farmers Market,1551 Dunwoody Village Parkway,Dunwoody,,Georgia,30338,-84.3324,33.948,-
1006793,Dupont Circle FRESHFARM Market,"1500 20th Street, NW",Washington,District of Columbia,District of Columbia,20036,-77.04469,38.91034,Y
1007215,Durand Farmers Market,High School Parking Lot,Durand,Pepin County,Wisconsin,,-91.9577,44.6296,-
1007216,Durand Farmers Market - Wed,Downtown,Durand,Pepin County,Wisconsin,,-91.966,44.6265,-
1002994,Durand Union Station Farmers Market,Corner of Hagle & Main Street,Durand,Shiawassee,Michigan,48429,-83.9831,42.9108,-
1010629,Durango Farmers Market,259 W. 9th Street,Durango ,La Plata,Colorado,81301,-107.882769,37.273057,Y
1000312,Durham Farmers' Market,501 Foster Street,Durham,Durham,North Carolina,27701,-78.901856,36.000559,Y
1004646,Durham Farmers' Market,Town House Road,Durham,Middlesex,Connecticut,06422,-72.68057,41.47043,N
1009830,Durham Farmers' Market,"Jackson Landing, 10 Old Piscataqua Road",Durham,Rockingham,New Hampshire,,-70.910656,43.136610,Y
1011986,Durham Roots Farmers Market,1058 W Club Blvd ,Durham,Durham,North Carolina,27701,-78.908413,36.018470,-
1000131,Dutch Country Farmer's Market,701 N Broad St. ,Middletown,New Castle,Delaware,19709,-75.7182970,39.4595410,-
1007079,Dutch Country Farmers Market,2031 Cottman Avenue,Philadelphia,Philadelphia,Pennsylvania,19149,-75.0654,40.0509,-
1005283,Dutch Pantry Farmers Market,2402 J Street,Auburn,Nemaha,Nebraska,68305,-95.839362,40.380290,N
1012345,Duvall Farmers Market,Brown Ave,Duvall,King,Washington,98019,-121.9859740,47.7382671,N
1003849,Dyersville Area Farmers' Market,Hwy 136,Dyersville,Dubuque,Iowa,52040,-91.11279,42.48014,N
1005023,Dysart Farmers Market,City Park,Dysart,Tama,Iowa,52224,-92.3063,42.1718,-
1011551,"E & E Acres, LLC",,-,Franklin,Missouri,,-90.317994,38.701724,-
1011449,E. Santa Clara St. Farmers' Market,N. 14th St. and E. Santa Clara St.,San Jose,Santa Clara,California,,-121.877095,37.342978,Y
1005953,Eagan Market Fest,1501 Central Parkway,Eagan,Dakota,Minnesota,55121,-93.173900,44.839864,Y
1003880,Eagle Eye Flea and Farmers' Market,Eagle County Fairgrounds,Eagle,Eagle,Colorado,,-106.834,39.6546,-
1003212,Eagle River Farmers' Market,Highway 45 North of the Bridge,Eagle River,Vilas,Wisconsin,54521,-89.257902,45.924631,Y
1006034,Eagle Rock Farmers Market,2100 Merton Ave.,Los Angeles,Los Angeles,California,90065,-118.214,34.1391,-
1005920,Eagle Springs Organic Farmer's Market at Eagle Springs Crossing,1733 Railroad Ave,Rifle,Garfield,Colorado,81650,-107.784791,39.546808,Y
1007660,Eagles Mere Farmers Market,Rte 42 from Bloomsburg,Eagles Mere,Bradford,Pennsylvania,,-76.5819,41.4109,-
1007708,Eagleview Farmers Market,Minutes from Downtown interchange op PA Turnpike,Exton,Chester,Pennsylvania,19341,-75.6275,40.0326,-
1001452,Earlimart (Tuesday),North State Street and Washington Street,Earlimont,Tulare,California,,-119.271,35.8844,-
1001524,Earlville's Indoor Farmers Market,Route 12B,Earlville,Madison,New York,13332,-75.5456,42.7399,-
1003195,Early Bird Farmers Market,129 Main Street,Richfield Springs,Herkimer,New York,13439,-74.9864,42.854,-
1005727,Earlysville Farmers Market,4167 Earlysville Rd ,Earlysville,Albemarle,Virginia,22936,-78.4809130,38.1545000,N
1009345,"Earth Markets, Greenville SC ",NoMa Square 220 North Main St.,Greenville ,,South Carolina,29601,-82.401,34.848,-
1004475,Easley Farmers Market,205 N. 1st St,Easley,Pickens,South Carolina,29640,-82.605,34.8303,-
1009305,East Asheville Tailgate Market ,954 Tunnel Rd,Asheville,,North Carolina,28805,-82.5004,35.5899,-
1008056,East Atlanta Village Farmers Market,561 Flat Shoals Ave,Atlanta,DeKalb,Georgia,30316,-84.344092,33.738834,Y
1000807,East Aurora Farmers Market,123 Grey St,East Aurora,Erie,New York,14052,-78.632801,42.765622,-
1000542,East Bakersfield Community Health Center CFM,815 Dr. Martin Luther King Jr Blvd.,Bakersfield,KERN,California,,-118.985,35.3659,-
1012686,East Bayfront Eats & Arts,6th & Parade,Erie,Erie,Pennsylvania,16507,-80.0766831,42.1326400,-
1012407,East Boston Farmers Market,209 Sumner Street,East Boston,Suffolk,Massachusetts,02128,-71.039821,42.368747,N
1012086,East Coast Indoor Farmers Market,30366 Cordrey Road,Millsboro ,Sussex,Delaware,19966,-75.2181481,38.6162124,-
1003386,East Dubuque,470 Sinsinawa Ave.,East Dubuque,Jo Daviess,Illinois,61025,-90.6407,42.4908,-
1008129,East End Bazaar,1428 Washington Street,"East, Charleston",Barbour,West Virginia,,-81.623015,38.343981,-
1011673,East End Market,2600 Navigation Blvd.,Houston,Harris,Texas,77003,-95.342978,29.757511,N
1003629,East End Market at Bown Crossing,South Bown Way,Boise,Ada,Idaho,83706,-116.1549,43.57426,Y
1008544,East Falls Farmers' Market,"Under the Route 1 Overpass, between Ridge Ave and Kelly Drive",Philadelphia ,Philadelphia,Pennsylvania,19129,-75.191964,40.007550,N
1002854,East Goshen Farmers Market,"East Goshen Park - Paoli Pike, east of Route 352",West Chester,Chester,Pennsylvania,19380,,,Y
1007709,East Granby Farmers’ Market,3 Turkey Hills Road,East Granby,Hartford,Connecticut,,-72.7264,41.9431,-
1004708,East Greenwich Farmers’ Market,Church and Rector St,East Greenwich,Kent,Rhode Island,02818,-71.453619,41.660858,Y
1012383,East Hampton Farmers Market LLC,136 North Main Street,East Hampton ,Suffolk,New York,11963,-72.180675,40.972416,Y
1004412,East Hanover Farmers Market,611 Ridgedale Ave.,E.Hanover,Morris,New Jersey,07936,-74.3469,40.8331,-
1006208,East Harlem Farmer's Market,104th Street & 3rd Avenue,New York,New York,New York,10029,-73.9456,40.7902,-
1007459,East Hartford Farmers Market,"840 Main Street, Raymond Memorial Library",Manchester,Hartford,Connecticut,06040,-72.5209,41.771,-
1007482,EAST HAVEN FARMERS’ MARKET,East Haven Town Hall,East Haven,Middlesex,Connecticut,,-72.8717,41.2777,-
1010104,East Hill Plaza Farmers' Market,380 Pine Tree Road,Ithaca ,Tompkins,New York,14850,-76.4663820,42.4383679,Y
1010734,East Hollywood Certified Farmers' Market,5448 Hollywood Boulevard,Los Angeles,Los Angeles,California,90027,-118.309017,34.101499,N
1005357,East Holmes Market,3824 SR 39,Millersburg,Holmes,Ohio,44654,-81.8264,40.5554,-
1005544,East Jerusalem Fresh Food on the Block Farmers Market,1009 Rebecca Ave.,Hattiesburg,Forrest,Mississippi,39401,-89.28226,31.3188,N
1010847,East Jordan Farmers Market,85 Bridge Street,East Jordan ,Charlevoix,Michigan,49727,-85.130525,45.152834,N
1002933,East Lake Farmers Market,2343 Hosea Williams Drive,Atlanta,DeKalb,Georgia,30317,-84.310406,33.750977,Y
1006684,East Lake Farmers Market,"7753 First Avenue, South",Birmingham,Jefferson,Alabama,35206,-86.7246,33.5615,N
1005552,East Lake Village Green Market,East Lake Village Town Center,Port St. Lucie,St. Lucie,Florida,34952,-80.8024,27.5739,-
1012255,East Lansing Farmer's Market,280 Valley Court,East Lansing,Ingham,Michigan,48823,-84.487490,42.737508,Y
1002993,East Los Angeles Farmers Market,4801 East 3rd Street,Los Angeles,Los Angeles,California,90022,-118.1609,34.03349,N
1008271,East Los Angeles WEDNESDAY Farmers Market,4848 East Civic Center Way,East Los Angeles ,Los Angeles,California,90022,-118.168567,34.031506,-
1000715,East Military Farmers Market,Mr. Movie's parking lot,Colon,,Nebraska,68018,-96.6059,41.2975,-
1001475,East Moline Farmers Market,1112 42nd Ave.,East Moline,Rock Island,Illinois,61244,-90.4875,41.4798,-
1011113,East Nashville Farmers Market ,1500 Davidson Street,Nashville,Davidson,Tennessee,TN,-86.7396677,36.1641924,Y
1012615,East New York Farmers' Market,613 New Lots Ave,Brooklyn,Kings,New York,11207,-73.8866767,40.6649239,-
1006288,East Oakland Farmers Market,73rd Ave. & International Blvd.,Oakland,Alameda,California,94621,-122.187,37.7591,-
1000412,East Oakland Senior Center,9255 Edes Ave.,Oakland,ALAMEDA,California,,-122.189,37.7379,-
1005342,East Palo Alto Community Farmers Market,1798-A Bay Road,East Palo Alto,San Mateo,California,94303,-122.1338564,37.4711160,Y
1012717,East Point Farmers Market ,2757 East Point St.,East Point ,Fulton,Georgia,30344,-84.441926,33.680029,Y
1010324,East Sacramento Farmer's Market,3331 Park Way,Sacramento,Sacramento,California,95816,-121.457852,38.576126,-
1007049,East Side Farmers' Market, NE 23rd & Prospect,Oklahoma City,Oklahoma County,Oklahoma,,-97.4856,35.4932,-
1007638,East St. Paul Farmers Market,Payne and Sims Avenue,St. Paul,Hennepin,Minnesota,,-93.0737,44.9695,-
1003625,East Tennessee Regional Food Distribution,1715 Garden Village Drive,White Pine,Jefferson,Tennessee,37890,-83.2927,36.1314,-
1007162,East Texas Farmers Market,1836 S. Jackson,Jacksonville,Cherokee,Texas,75766,-95.3009,32.2981,-
1009904,East Texas State Fair Farmers Market,2112 W. Front St. (South Pavilion) ,Tyler,Smith,Texas,75702,-95.324795,32.344227,-
1006338,East TN Farmers Association for Retail Marketing  (F.A.R.M.),3457 Kingston PK. ,Knoxville,Knox,Tennessee,37919,-83.961598,35.947813,Y
1005757,East Town Market,520 E. Wells St.,Milwaukee,Milwaukee,Wisconsin,53202,-87.9050517,43.0418863,-
1007827,East Vassalboro Farmers' Market,Rt. 32,East Vassalboro,Kennebec,Maine,04935,-69.5414,44.4521,-
1006657,East Village Long Beach CFM,1St Street and Elm St.,LONG BEACH,Los Angeles,California,,-118.188,33.7681,-
1007516,EAST WINDSOR FARMERS’ MARKET,"Revay's Garden Center, 266 North Road",East Windsor,Hartford,Connecticut,06016,-72.7329,41.8064,-
1003103,Eastbank Saturday Market,8th and Railroad Center,Sioux Falls,Minnehaha,South Dakota,57105,-96.722763,43.547619,-
1003175,EASTCHASE FARMERS MARKET,7274 EASTCHASE PARKWAY,MONTGOMERY,Montgomery,Alabama,36117,-86.164634,32.359808,N
1008871,Eastern Market,2934 Russell Street,Detroit,Wayne,Michigan,48207,-83.040134,42.346768,Y
1001624,Eastern Market Outdoor Farmers Market,225 7th Street SE,Washington,District of Columbia,District of Columbia,20003,-76.996336,38.886629,N
1001670,Eastern Oklahoma County Farmers Market,2001 North Harper St.,Choctaw,Oklahoma,Oklahoma,73020,-97.2739,35.4888,-
1002440,Eastern Orange County Farmers' Market,Locust Grove Town Center,Spotsylvania,Spotsylvania,Virginia,22553,-77.8102,38.3051,-
1009242,Eastern Shore Farmers' Market ,5400 Main Street,Grasonville,,Maryland,21638,-76.189,38.9606,-
1005475,Easthampton Farmers Market,50 Payson Ave,Easthampton,Hampshire,Massachusetts,01027,-72.6696250,42.2654480,-
1006029,Eastland Farmers Market,1835 E. Saint Louis Street,Springfield,Greene,Missouri,65802,-93.2595,37.2085,-
1009934,Easton Farmers Market,Easton Town Square,Columbus,Franklin,Ohio,43219,-82.915370,40.049231,-
1007815,Easton Farmers' Market,Town Parking lot off Harrison Street,Easton,Talbot,Maryland,21601,-76.8194,39.0641,-
1009867,Easton Farmers' Market,Centre Square (Intersection of Northampton & Third Streets),Easton ,Northampton,Pennsylvania,18042,-75.2091145,40.6909524,N
1006929,Eastpoint Farmers' Market,7839 Eastern Avenue,Baltimore,Baltimore,Maryland,21224,-76.815535,39.065864,N
1000855,Eastpointe Farmers Market,Gratiot Ave and Nine Mile Rd,Eastpointe,Macomb,Michigan,48021,-82.958729,42.464167,Y
1000127,Eastside Farmers Market,14820 Mack Avenue,Detroit,Wayne,Michigan,48215,-82.9481112,42.3872170,-
1004087,Eastside Farmers Market,3200 Delaware Avenue,Des Moines,Polk,Iowa,50317,-93.5813,41.6248,-
1007039,EASTSIDE FARMERS' MARKET,2785 HARDING HWY.,LIMA,Allen County,Ohio,,-84.0537,40.7316,-
1012730,Eastside Farmers' Market,202 S Ingersoll Street,Madison ,Dane,Wisconsin,53703,-89.3677304,43.0832213,Y
1012175,EastSide Market,760 E Water Street,Elmira,Chemung,New York,14901,-76.7923531,42.0886921,-
1009520,Eat Local Long Island Farmers' Market,In the driveway at the Clock Tower on Main Street,Farmingdale,,New York,11735,-73.4346,40.7156,-
1010505,Eaton Earlybird Farmer's Market,Barron Street and Somers Street,Eaton,Preble,Ohio,45320,-84.6364564,39.7452906,N
1012227,Eaton Rapids Medical Center Farmer's Market,1500 S. Main St. ,Eaton Rapids ,Eaton,Michigan,48827,-84.657876,42.495807,N
1010501,Eatontown (NJ) Farmers Market ,,Eatontown,Monmouth,New Jersey,07724,-74.060765,40.305612,N
1003981,Eatonville Farmers Market,104 Washington Street,Eatonville,Pierce,Washington,98328,-122.265,46.8669,-
1001570,Eau Claire Downtown Farmers Market,300 Riverfront Terr.,Eau Claire,Eau Claire,Wisconsin,54701,-91.504811,44.815339,Y
1002389,Eau Claire Farmers Market - Oakwood Mall,Oakwood Mall parking lot,Eau Claire,Eau Claire,Wisconsin,54738,-91.4374,44.7756,-
1007225,Eau Gallie Farmers Market,Eau Gallie Boulevard and Highland Avenue,Melbourne,Brevard,Florida,32935,-80.6271,28.1304,-
1000466,Ebenezer Lutheran Church Farmers Market,1301 Richland Street,Columbia,Richland,South Carolina,29201,-81.0361,34.0112,-
1003868,Ebenezer Park Farmers Market,2700 Park Ave S,Minneapolis,Hennepin,Minnesota,,-93.2656,44.9533,-
1003869,Ebenezer Tower Farmers Market,2523 Portland Ave S,Minneapolis,Hennepin,Minnesota,,-93.2674,44.957,-
1000900,Ebensburg Farmers Market,Corner of Hugh and Julian Streets,Ebensburg,Cambria,Pennsylvania,15931,-78.7251,40.4852,-
1010019,Echo Park Farmers' Market,Logan St. and Sunset Blvd,Los Angeles ,Los Angeles,California,90026,-118.258630,34.076886,Y
1006207,Echo Park Market,Ryer Avenue & Burnside Avenue,New York,Bronx,New York,10457,-73.9015,40.8509,N
1008780,Eden Place Community Farmers Market,43rd & Wells,Chicago ,Cook,Illinois,60609,-87.631980,41.816399,N
1009322,Eden Street Market ,106 Eden Street,Davidson,,North Carolina,,-80.8499,35.5004,-
1007059,Eden Valley New Heritage Public Market,310 Voorhies Rd,Medford,Jackson,Oregon,97501,-122.845,42.288,-
1009164,Eden's Organic Garden Center ,4710 Pioneer Road,Balch Springs ,,Texas,75180,-96.6011,32.7062,-
1012783,Edenton Farmers Market,730 N Granville St,Edenton,Chowan,North Carolina,27932,-76.607355,36.070023,Y
1006326,Edgebrook Farmers Market,1639 N Alpine & Highcrest,Rockford,Winnebago,Illinois,61107,-89.0288,42.2856,Y
1009427,"Edgefield Farmers, Artist & Craft Market ",Courthouse Square,Edgefield,,South Carolina,29824,-81.9292,33.7894,-
1011540,Edgewater Farmers Market,5917 N Broadway  ,Chicago ,Cook,Illinois,60660,-87.659974,41.989800,-
1001660,Edgewood Farmer's Market,Edgewood MARC Train Station,Edgewood,Harford,Maryland,21040,-76.2921390,39.4159670,N
1000222,Edgewood Farmers Market,City Park,Edgewood,Clayton,Iowa,52042,-91.5679,42.6445,-
1001659,Edgewood Farmers' Market,2122 Old Edgewood Road,Edgewood,Harford,Maryland,21040,-76.292095,39.416114,N
1004777,Edgewood Farmers' Market,5 Marietta Ct,Edgewood,Santa Fe,New Mexico,,-106.200820,35.065531,-
1008798,Edible Saturdays Farmers Market,100 Green Meadows Drive,Lewis Center,Delaware,Ohio,43035,-83.017262,40.153628,N
1009479,edible South Shore Harvest Market ,"Waterfront Park, Water Street",Plymouth,,Massachusetts,02360,-70.6725,41.9668,-
1008799,Edible Thursdays Farmers Market,4300 Indianola Ave.,Columbus,Franklin,Ohio,43214,-82.9997110,40.0524630,N
1007372,Edinburgh Commons Green Market,141 Hillcrest Parkway,Chesapeake,Chesapeake,Virginia,23322,-76.2313,36.6534,-
1006874,Edison Farmers Market,980 Amboy Ave.,Edison,Middlesex,New Jersey,,-74.3354,40.534,-
1006086,Edmond Farmers Market,"First Street, between Boulevard & Littler",Edmond,Oklahoma,Oklahoma,73083,-97.4797,35.6541,-
1012160,Edmonds Museum Summer Market,5th Ave between Main and Bell & Bell St. between 5th & 6th Ave,Edmonds,Snohomish,Washington,98020,-122.376658,47.811372,Y
1007567,Edmonson County Farmers’ Market,108 Ferguson Street,Brownsville,Edmonson,Kentucky,,-86.2559,37.1916,-
1000003,Edmore Farmers Market,Corner of Lewis Street and Pine Street,Edmore,Montcalm,Michigan,48829,-85.0375810,43.4060489,Y
1001298,Edwards CO Farmers' Market,Edwards Corner,Edwards,Eagle,Colorado,81632,-106.594119,39.644032,Y
1003917,Edwards County Farmers Market,S 4th St. at E. Main St.,Albion,Edwards,Illinois,62806,-88.0586,38.3785,-
1006939,EFLAND FARMERS MARKET,off Hwy 70 between Efland Supermarket & Newbergs Automotive ,Efland,Orange County,North Carolina,,-79.169,36.0812,-
1012067,Egleston Farmers Market,31 Germania Street,Jamaica Plain,Suffolk,Massachusetts,02130,-71.103239,42.314332,Y
1012133,Eighth & Enright Farmers Market @ Common Roots,3542 W. 8th St.,Cincinnati ,Hamilton,Ohio,45205,-84.573114,39.106241,-
1012664,El Centro de Laredo Farmers Market,1301 Farragut St.,Laredo,Webb,Texas,78040,-99.508713,27.505348,Y
1004251,El Cerrito Farmers Market,El Cerrito Plaza,El Cerrito,Contra Costa,California,94596,-122.3,37.8997,-
1012606,El Dorado Farmers Market ,1101 N.W. Ave,El Dorado,Union,Arkansas,71730,-92.665108,33.222386,N
1007550,El Dorado Farmers' Market,North Main & 12th St.,El Dorado,Butler County,Kansas,,-96.8495,37.8319,-
1003777,"El Dorado Hills, Thursday Farmers Market","Community Center (CSD), ElDorado Hills Blvd. @  Harvard Blvd.",El Dorado Hills,El Dorado,California,95762,-121.075495,38.683538,Y
1011612,El Maercado Familiar,,Arroyo zona urbana,Arroyo,Puerto Rico,00714,-66.061721,17.96862,N
1012369,El Mercadito de Centro,810 Badger rd.,Madison ,Dane,Wisconsin,53713,-89.395424,43.038611,Y
1011608,El Mercado Familiar,,Guayama,Guayama,Puerto Rico,,-66.093809,17.979207,N
1011609,El Mercado Familiar,Plaza Publica,Salinas zona urbana,Salinas,Puerto Rico,00751,-66.295391,17.978217,N
1011617,El Mercado Familiar,Estacionamiento del Parque Angelita Lind,Patillas,Patillas,Puerto Rico,00723,-66.013453,18.006914,N
1011618,El Mercado Familiar,,Santa Isabel,Santa Isabel,Puerto Rico,00757,-66.418372,17.972338,N
1011619,El Mercado Familiar,,Cayey,Cayey,Puerto Rico,00736,-66.162877,18.115296,N
1011621,El Mercado Familiar,,Caguas zona urbana,Caguas,Puerto Rico,00725,-66.038951,18.232383,N
1011622,EL MERCADO FAMILIAR,,Cidra,Cidra,Puerto Rico,00739,-66.158486,18.177505,N
1011623,El Mercado Familiar,,Gurabo,Gurabo,Puerto Rico,00778,-65.978641,18.252607,N
1011625,El Mercado Familiar,,San Lorenzo,San Lorenzo,Puerto Rico,00754,-65.967404,18.187082,N
1011626,El Mercado Familiar,,Añasco,Anasco,Puerto Rico,00610,-67.141614,18.286112,N
1011627,El Mercado Familiar,,Maricao,Maricao,Puerto Rico,00606,-66.991607,18.184534,N
1011628,El Mercado Familiar,,Lajas,Lajas,Puerto Rico,00667,-67.056238,18.046359,N
1011629,El Mercado Familiar,,San German,San German,Puerto Rico,00683,-67.0402  ,18.11569  ,N
1011631,El Mercado Familiar,,Mayaguez,Mayaguez,Puerto Rico,00680,-67.1093  ,18.20732  ,N
1011632,El Mercado Familiar,,Aguadilla,Aguadilla,Puerto Rico,00603,-67.154818,18.438445,N
1011633,El Mercado Familiar,,Isabela,Isabela,Puerto Rico,00662,-67.023722,18.501749,N
1011634,El Mercado Familiar,,Las Marias,Las Marias,Puerto Rico,00670,-66.9829  ,18.23855  ,N
1011635,El Mercado Familiar,,San Sebastian,San Sebastian,Puerto Rico,00685,-66.9706  ,18.32878  ,N
1011636,El Mercado Familiar,,aibonito,Aibonito,Puerto Rico,00705,-66.265701,18.139723,N
1011637,El Mercado Familiar,,Jayuya,Jayuya,Puerto Rico,00664,-66.598512,18.203088,N
1011638,El Mercado Familiar,,Coamo,Coamo,Puerto Rico,00769,-66.36982,18.058704,N
1011639,El Mercado Familiar,,Villalba,Villalba,Puerto Rico,00766,-66.481474,18.127892,N
1011640,El Mercado Familiar,,Peñuelas,Penuelas,Puerto Rico,00624,-66.357225,18.008872,N
1011641,El Mercado Familiar,,Adjuntas,Adjuntas,Puerto Rico,00601,-66.729934,18.166604,N
1011642,El Mercado Familiar,,Barranquitas,Barranquitas,Puerto Rico,00794,-66.310174,18.184765,N
1011643,El Mercado Familiar,,Comerio,Comerio,Puerto Rico,00782,-66.2207  ,18.22345  ,N
1011644,El Mercado Familiar,,Aguas Buenas,Aguas Buenas,Puerto Rico,00703,-66.106423,18.258154,N
1011645,El Mercado Familiar,,Guanica,Guanica,Puerto Rico,00653,-66.9205  ,17.98542  ,N
1011646,El Mercado Familiar,,Hormigueros,Hormigueros,Puerto Rico,00660,-67.120577,18.143559,N
1011647,El Mercado Familiar,,Cabo rojo,Cabo Rojo,Puerto Rico,00623,-67.148266,18.086717,N
1011648,El Mercado Familiar,,Sabana Grande ,Sabana Grande,Puerto Rico,00637,-66.967271,18.082122,N
1011649,El Mercado Familiar,,Aguada,Aguada,Puerto Rico,00601,-67.188389,18.380342,N
1011650,El Mercado Familiar,,Rincon,Rincon,Puerto Rico,00677,-67.2363  ,18.33636  ,N
1011651,El Mercado Familiar,,Moca,Moca,Puerto Rico,00676,-67.115773,18.397162,N
1008259,El Paso Downtown Artist and Farmers Market ,117 Anthony Street,El Paso,El Paso,Texas,79901,-106.4945560,31.7568170,Y
1007185,El Paso Farmers Market,6375 Montana,El Paso,El Paso,Texas,79902,-106.406,31.7885,-
1007164,El Paso Farmers Market I,816 S. Florence,El Paso,El Paso,Texas,79902,-106.481,31.753,-
1007161,El Paso Growers Association I,9484 Dyer Street,El Paso,El Paso,Texas,79902,-106.421,31.881,-
1007150,El Paso Growers Association III,1120 McRae,El Paso,El Paso,Texas,79902,-106.355,31.7608,-
1007155,El Paso Growers Association IV,655 Sunland Park Drive,El Paso,El Paso,Texas,79902,-106.541,31.8198,-
1007175,El Pason Farmers Market II,411 N. Zaragosa Road,El Paso,El Paso,Texas,79902,-106.323,31.7011,-
1000040,El Presidio Mercado,Corner of Church and Alameda,Tucson,Pima,Arizona,,-110.973,32.2239,-
1006755,El Pueblo Farmers' Market,100 West Irvington Road,Tucson,Pima,Arizona,85714,-110.9691,32.16326,Y
1003582,El Reno Farmers Market,100 South Choctaw Ave.,El Reno,Canadian,Oklahoma,73036,-97.9549,35.5331,-
1000024,El Segundo Farmers Market,Grand & Eucalyptus,Los Angeles,Los Angeles,California,90045,-118.405,33.9208,-
1004790,El Valle Farmers' Market,Route 3,Ribera,San Miguel,New Mexico,,-105.450125,35.374127,-
1012294,Elaney Wood Heritage Farmers Market,470 Hwy 13 South,Snow Hill ,Greene,North Carolina,28580,-77.6925730,35.4564220,N
1004049,Elberta Farmer's Market,Highway 98,Elberta,Baldwin,Alabama,36530,-87.59908,30.41395,-
1005446,Elberta Farmers Market,M-22,Elberta,Benzie,Michigan,49628,-86.226146,44.619209,Y
1008541,Eldon Farmers' Market,1702 Business Hwy 54 South,Eldon,Miller,Missouri,65026,-92.581576,38.348364,-
1012634,Eldora Farmers Market,Corner of Edgington Ave. and 14th Street,Eldora,Hardin,Iowa,50627,-93.1007727,42.3606264,-
1004805,Eldorado Farmers' Market,7 Caliente Rd,Santa Fe,Santa Fe,New Mexico,,-105.8905,35.53612,Y
