STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO,VIDEO,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO
IN,IN0107,4232,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,622 5TH STREET,COVINGTON,47932,1137,FOUNTAIN,7657932572,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,6922,1,1,0,0,5.25,6.65,274245,32725,0,321494,150633,17500,168133,19158,394,27357,250800,41496,0,0,41496,23920,42135,0,2862,5558,43,53,4940,61549,1768,3753,80494,21575,0,438,522,10059,14,11621,2010,03,1,00,00,00,-87.395956,40.13985,18,045
IN,IN0108,4233,KINGMAN-MILLCREEK PUBLIC LIBRARY,123 EAST STATE STREET,KINGMAN,47952,0116,FOUNTAIN,7653973138,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1610,1,0,0,0,1.2,1.38,79282,2747,0,82699,,,,5054,0,5054,53499,0,0,0,0,0,17920,0,94,2900,43,35,1664,4166,375,123,5385,1800,0,0,1,28,2,1376,2010,03,1,00,00,00,-87.278652,39.96748,18,045
IN,IN0109,4541,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,205 SOUTH WASHINGTON STREET,CRAWFORSDSVILLE,47933,2444,MONTGOMERY,7653622242,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,23837,1,0,0,4.75,10.45,20.08,1242263,36036,0,1305837,671466,142535,814001,66950,14899,106936,1251773,43604,0,0,43604,0,122892,0,4579,5955,48,224,3536,117603,43268,15598,185391,68121,1856,1750,315,5237,34,46155,2010,03,1,00,00,00,-86.901434,40.04042,18,107
IN,IN0110,4542,WAVELAND-BROWN TOWNSHIP PUBLIC LIBRARY,115 EAST GREEN STREET,WAVELAND,47989,0158,MONTGOMERY,7654352700,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1767,1,0,0,0,0.88,2.01,70994,6289,0,79500,58559,4057,62616,15386,113,21900,116925,0,0,0,0,0,15507,0,232,3378,44,92,1612,16287,1418,1422,22469,14469,7,46,154,3332,4,4256,2010,03,1,00,00,00,-87.044799,39.87837,18,107
IN,IN0111,4543,LINDEN CARNEGIE PUBLIC LIBRARY,102 SOUTH MAIN STREET,LINDEN,47955,0010,MONTGOMERY,7653394239,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1253,1,0,0,0,1,1.88,125485,1454,0,128639,,,,13233,0,17839,97290,89331,0,0,89331,76000,20050,0,300,8711,43,70,1560,14000,1400,1008,39403,6000,0,320,111,1705,6,3500,2010,03,1,00,00,00,-86.903906,40.18816,18,107
IN,IN0112,4544,DARLINGTON PUBLIC LIBRARY,203 WEST MAIN STREET,DARLINGTON,47940,0248,MONTGOMERY,7657944813,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1906,1,0,0,0,0.93,1.01,67953,5526,0,74652,,,,2191,0,3390,171590,0,0,0,0,0,13364,0,718,225,43,40,1716,15600,1560,1201,19601,10898,0,0,1,150,6,1248,2010,03,1,00,00,00,-86.775945,40.1096,18,107
IN,IN0113,4545,LADOGA-CLARK TOWNSHIP PUBLIC LIBRARY,128 EAST MAIN STREET,LADOGA,47954,0248,MONTGOMERY,7659422456,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1898,1,0,0,0,1,1.6,60593,5028,0,69861,,,,9869,26,9895,60956,0,0,0,0,0,16819,0,194,60,43,40,1768,9882,28,471,11398,5159,15,72,132,2444,2,1428,2010,03,1,00,00,00,-86.800723,39.91369,18,107
IN,IN0114,4791,WEST LAFAYETTE PUBLIC LIBRARY,208 WEST COLUMBIA STREET,WEST LAFAYETTE,47906,3010,TIPPECANOE,7657432261,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,28778,1,0,0,3.78,7,13.8,785354,28079,0,869805,471028,135321,606349,52075,253,64992,919217,992682,50228,0,1042910,71369,150175,3804,8114,9972,46,156,3432,268930,8873,28374,335540,121814,184,240,505,24278,33,21985,2010,03,1,00,00,00,-86.907089,40.4248,18,157
IN,IN0115,4792,TIPPECANOE COUNTY PUBLIC LIBRARY,627 SOUTH STREET,LAFAYETTE,47901,1470,TIPPECANOE,7654290100,ME,LD,MO,CO2,N,01/01/2009,12/31/2009,119821,1,2,1,23.88,23.88,77.71,3426929,545282,0,4253707,2307932,500018,2807950,779633,93000,1039546,4469212,71910,0,0,71910,94738,386115,0,22453,47543,67,729,10914,886246,107959,90013,1688489,600945,5,2720,1023,32280,89,128309,2010,03,1,00,00,00,-86.88997,40.41731,18,157
IN,IN0116,4861,WEST LEBANON-PIKE TOWNSHIP PUBLIC LIBRARY,200 NORTH HIGH STREET,WEST LEBANON,47991,0277,WARREN,7658934605,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1185,1,0,0,0,0.88,1.43,82384,9442,0,93995,,,,11780,0,13263,72044,1574,0,0,1574,0,12445,0,48,379,43,33,1976,10946,1118,429,11276,4126,0,19,7,46,10,4654,2010,03,1,00,00,00,-87.448049,40.27646,18,171
IN,IN0117,4862,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,28 EAST SECOND STREET,WILLIAMSPORT,47993,1147,WARREN,7657626555,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2351,1,0,0,0,1,4.04,143905,13371,0,165267,99076,13044,112120,39525,44336,83861,238504,0,0,0,0,81537,26078,174,2708,2527,43,74,2444,34632,19136,646,40570,11017,5,40,49,2938,18,17420,2010,03,1,00,00,00,-87.294067,40.28814,18,171
IN,IN0118,4911,WOLCOTT COMMUNITY PUBLIC LIBRARY,101 EAST NORTH,WOLCOTT,47995,0376,WHITE,2192792695,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1529,1,0,0,0,1,1.8,72560,7821,0,82369,,,,6151,0,6637,75156,9000,0,0,9000,6070,23298,0,735,967,43,28,1872,11232,260,939,10800,5449,76,110,39,673,6,3069,2010,03,1,00,00,00,-87.039404,40.7601,18,181
IN,IN0119,4912,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,111 WEST 2ND STREET,BROOKSTON,47923,0528,WHITE,7655636511,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,3191,1,0,0,0,1,3.06,114412,4181,0,124656,72862,11735,84597,10455,0,15143,143600,0,0,0,0,0,28121,0,689,2679,43,62,2080,27911,1262,2110,26005,11732,118,188,243,2821,10,3763,2010,03,1,00,00,00,-86.868317,40.60368,18,181
IN,IN0120,4913,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,427 NORTH MARKET STREET,MONON,47959,0305,WHITE,2192536517,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,3272,1,0,0,0,1.25,3.95,151441,10297,0,168052,96093,13335,109428,17862,0,24004,164711,0,0,0,0,0,31844,0,1453,3089,44,105,2548,35048,572,2042,24501,4309,212,162,127,1819,11,5408,2010,03,1,00,00,00,-86.879033,40.86321,18,181
IN,IN0121,4914,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,321 WEST BROADWAY STREET,MONTICELLO,47960,2047,WHITE,5745832665,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,11117,1,0,0,1.75,2.63,10.56,292665,24476,0,528132,262264,33130,295394,67967,4452,94757,469036,74125,6054,0,81010,132297,51037,0,1603,2247,43,154,3120,135991,9563,4915,153071,55325,0,78,544,10271,13,25171,2010,03,1,00,00,00,-86.765182,40.7449,18,181
IN,IN0122,5091,ROYAL CENTER-BOONE TOWNSHIP PUBLIC LIBRARY,203 NORTH CHICAGO STREET,ROYAL CENTER,46978,0459,CASS,5746433185,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1531,1,0,0,0,0.64,1.28,91310,5806,0,100199,,,,10902,0,15833,71713,50000,0,0,50000,50000,30152,0,2410,4235,43,10,1326,28000,1000,1690,23653,10266,0,0,40,520,0,0,2010,03,2,00,00,00,-86.516214,40.83083,18,017
IN,IN0123,5092,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,616 EAST BROADWAY,LOGANSPORT,46947,3155,CASS,5747536383,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,36821,1,1,0,4.69,5.31,21.89,1123947,51269,0,1246021,593866,158010,751876,233028,0,329286,1424799,88333,0,0,88333,146032,193116,3457,6620,16523,49,713,5720,255322,13501,30918,500547,152855,0,159,312,9618,21,67932,2010,03,1,00,00,00,-86.362725,40.75455,18,017
IN,IN0124,5093,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,110 NORTH MAIN STREET,WALTON,46994,0406,CASS,5746262234,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2578,1,0,0,0,0.88,2.88,117222,8341,0,139537,65499,5011,70510,12877,0,23005,126393,93756,0,0,93756,7001,24387,0,108,1641,44,25,1820,20800,257,732,51512,15643,0,764,487,7871,18,7150,2010,03,1,00,00,00,-86.245094,40.66395,18,017
IN,IN0125,5251,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,210 EAST MAIN STREET,KEWANNA,46939,0365,FULTON,5746532011,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1457,1,0,0,0,1,2,90359,2988,0,94716,,,,16852,0,16852,87702,0,0,0,0,0,31420,0,1530,1400,43,28,2392,8930,5647,1505,4552,2176,0,15,37,300,2,4550,2010,03,1,00,00,00,-86.412905,41.018,18,049
IN,IN0126,5252,FULTON COUNTY PUBLIC LIBRARY,320 WEST 7TH STREET,ROCHESTER,46975,1332,FULTON,5742232713,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,16227,1,2,0,1,9,21.94,1132088,82970,9180,1316740,553007,11275,564282,60226,0,106212,891351,0,0,0,0,293005,138685,0,8491,18533,47,172,7592,120000,13500,10846,410747,210504,0,363,504,13064,26,21734,2010,03,1,00,00,00,-86.21851,41.06725,18,049
IN,IN0127,5253,AKRON CARNEGIE PUBLIC LIBRARY,205 EAST ROCHESTER STREET,AKRON,46910,0428,FULTON,5748934113,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2827,1,0,0,0,1,4.7,211261,18024,0,234266,90158,7257,97415,13309,0,14885,150864,0,0,0,0,0,30992,0,204,2129,68,68,2756,23088,1040,2810,25242,12079,0,104,90,1983,14,7521,2010,03,1,00,00,00,-86.027121,41.03872,18,049
IN,IN0128,5341,KOKOMO-HOWARD COUNTY PUBLIC LIBRARY,220 NORTH UNION STREET,KOKOMO,46901,4614,HOWARD,7654573242,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,78245,1,2,2,19.03,19.03,67.48,4271444,344988,0,4855688,2348449,621194,2969643,355723,54075,546725,4299879,0,0,0,0,747972,290135,6617,27869,27689,54,758,12454,464713,189595,48148,995280,407356,5564,3485,667,16109,75,82902,2010,03,1,00,00,00,-86.130007,40.48766,18,067
IN,IN0129,5342,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,421 SOUTH HARRISON STREET,GREENTOWN,46936,1496,HOWARD,7656283534,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,6719,1,1,0,1,5.85,6.75,291562,28602,0,325609,177845,26559,204404,46239,5359,70562,312635,3701,0,0,3701,0,50809,0,1394,4217,43,97,5200,92248,5362,5452,111893,54024,0,272,205,4214,14,11550,2010,03,1,00,00,00,-85.970412,40.47355,18,067
IN,IN0130,5521,PERU PUBLIC LIBRARY,102 EAST MAIN STREET,PERU,46970,2300,MIAMI,7654733069,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,12994,1,0,0,2,2,9.7,514841,29693,0,573693,251610,83904,335514,74546,0,81018,509486,0,0,0,0,0,59918,0,1772,2277,43,202,3380,175000,30500,9699,185836,67421,0,1192,199,7980,14,25653,2010,03,1,00,00,00,-86.065878,40.7551,18,103
IN,IN0131,5522,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,108 SOUTH JEFFERSON STREET,CONVERSE,46919,0529,MIAMI,7653953344,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2156,1,0,0,0,0.8,2.3,103130,1392,0,114090,63869,7836,71705,4863,0,6986,97931,0,0,0,0,0,12772,0,577,1482,43,27,1976,9308,104,816,22065,7415,0,2,2,333,2,676,2010,03,1,00,00,00,-85.873291,40.5782,18,103
IN,IN0132,5801,TIPTON COUNTY PUBLIC LIBRARY,127 EAST MADISON STREET,TIPTON,46072,1993,TIPTON,7656758761,ME,LD,MO,CO1,N,01/01/2009,12/31/2009,16577,1,1,0,3.75,6.56,21.65,990525,82137,0,1112711,626258,100240,726498,115731,4000,138931,1052631,325337,0,0,325337,45436,86186,0,4909,7371,55,216,4420,142409,33028,8087,238311,62502,0,650,531,11577,32,40674,2010,03,1,00,00,00,-86.040722,40.28095,18,159
IN,IN0133,5851,ROANN-PAW PAW TOWNSHIP PUBLIC LIBRARY,245 S CHIPPEWA STREET,ROANN,46974,0248,WABASH,7658335231,NO,LD,SO,OTH,N,01/01/2009,12/31/2009,1583,1,0,0,0,0.85,0.9,52751,4558,0,59958,,,,1051,0,1451,49786,0,0,0,0,0,13000,0,601,1103,43,25,1872,5564,468,1193,6147,2600,0,42,23,393,4,2440,2010,03,1,00,00,00,-85.924458,40.91028,18,169
IN,IN0134,5852,NORTH MANCHESTER PUBLIC LIBRARY,405 NORTH MARKET STREET,NORTH MANCHESTER,46962,1526,WABASH,2609824773,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,6260,1,0,0,0.88,1.58,8.13,302901,20920,0,395917,206510,30620,237130,52173,2100,60875,397029,42361,0,0,42361,0,58964,2599,3886,2992,43,151,3120,113984,4264,3322,136595,57792,2,1204,270,6330,11,21995,2010,03,1,00,00,00,-85.770218,41.00254,18,169
IN,IN0135,5853,WABASH CARNEGIE PUBLIC LIBRARY,188 WEST HILL STREET,WABASH,46992,3048,WABASH,2605632972,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,11743,1,0,0,3.8,3.8,11.75,826677,40074,0,912778,317915,99298,417213,80744,5017,94056,665933,196144,0,0,196144,110229,68726,0,3965,3643,46,154,3120,56160,1976,4784,143100,60306,0,642,419,7843,19,28926,2010,03,1,00,00,00,-85.824029,40.79855,18,169
IN,IN0136,6051,HARTFORD CITY PUBLIC LIBRARY,314 NORTH HIGH STREET,HARTFORD CITY,47348,2143,BLACKFORD,7653481720,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,6928,1,0,0,1,3.8,9.7,352528,28921,0,393010,179266,55795,235061,39672,0,47529,341454,18014,2202,0,20216,5825,61031,0,2000,5049,43,205,2522,143257,704,6856,183555,37202,10,245,291,2136,6,10231,2010,03,1,00,00,00,-85.368497,40.4532,18,009
IN,IN0137,6052,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,301 SOUTH MAIN STREET,MONTPELIER,47359,1428,BLACKFORD,7657285969,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2940,1,0,0,0,1,2.75,108522,6058,0,117719,52335,5885,58220,9715,0,15032,94637,0,0,0,0,10747,26052,0,1542,2775,43,21,2444,31408,1824,3001,30460,10038,0,0,274,5506,2,4784,2010,03,1,00,00,00,-85.278683,40.55192,18,009
IN,IN0138,6181,MUNCIE-CENTER TOWNSHIP PUBLIC LIBRARY,2005 SOUTH HIGH STREET,MUNCIE,47302,4073,DELAWARE,7657478201,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,71396,1,2,0,12,24.13,62.36,3995506,243177,0,4507584,1933878,533934,2467812,229013,133625,445853,4214803,0,0,0,0,0,191948,3646,21831,30385,79,325,8112,547259,87713,53867,943956,185709,3141,296,894,16873,74,94625,2010,03,1,00,00,00,-85.387431,40.17733,18,035
IN,IN0139,6211,FAYETTE COUNTY PUBLIC LIBRARY,828 GRAND AVENUE,CONNERSVILLE,47331,2098,FAYETTE,7658270883,ME,LD,MO,CO1,N,01/01/2009,12/31/2009,25588,1,0,1,0.93,2.78,14.38,872467,66285,0,1155582,398908,114264,513172,87381,8878,128224,778710,125545,0,0,125545,79082,102289,0,3315,6419,48,150,4342,167500,1300,15618,173718,90939,0,131,294,4939,15,16218,2010,03,1,00,00,00,-85.13813,39.6452,18,041
IN,IN0140,6241,FRANKLIN COUNTY PUBLIC LIBRARY DISTRICT,919 MAIN STREET,BROOKVILLE,47012,1498,FRANKLIN,7656474031,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,18461,1,1,0,0,5,23.68,885893,93163,2459,1006876,271334,53822,325156,28716,0,31574,481141,77541,6555,0,85796,14410,41257,0,702,3050,48,132,6136,60580,4745,5401,57908,19955,45,137,748,14687,31,29581,2010,03,1,00,00,00,-85.012648,39.42445,18,047
IN,IN0141,6271,SWAYZEE PUBLIC LIBRARY,301 SOUTH WASHINGTON STREET,SWAYZEE,46986,0307,GRANT,7659227526,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1858,1,0,0,0,0.65,1.15,59662,2579,0,63637,,,,9640,0,12164,61732,0,0,0,0,0,19974,0,225,1865,43,26,1352,5246,112,763,10077,2233,0,0,23,149,1,163,2010,03,1,00,00,00,-85.815663,40.5083,18,053
IN,IN0142,6272,MARION PUBLIC LIBRARY,600 SOUTH WASHINGTON STREET,MARION,46953,1992,GRANT,7656682900,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,31273,1,0,0,3,8.65,27.48,1507179,63940,5055,1646240,827202,244369,1071571,129644,14061,177815,1613657,665885,39677,0,705562,874873,142883,73,5745,9291,59,310,3432,288642,15080,18095,319202,77775,1045,916,456,9163,37,49929,2010,03,1,00,00,00,-85.659816,40.55595,18,053
IN,IN0143,6273,GAS CITY-MILL TOWNSHIP PUBLIC LIBRARY,135 EAST MAIN STREET,GAS CITY,46933,1455,GRANT,7656744718,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,9384,1,0,0,1,3.79,8.34,421674,42258,0,493157,227427,99335,326762,74236,862,106075,538009,90031,1294,0,91325,0,47792,0,3116,2629,43,110,2808,72072,3588,3645,79081,32015,0,234,436,3144,10,15626,2010,03,1,00,00,00,-85.614397,40.48789,18,053
IN,IN0144,6274,JONESBORO PUBLIC LIBRARY,124 EAST 4TH STREET,JONESBORO,46938,1158,GRANT,7656779080,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,1887,1,0,0,0,0.88,1.76,36674,4344,0,41808,,,,3787,0,7873,51046,0,0,0,0,0,11334,0,154,1912,43,58,2184,5200,144,627,9734,1737,0,0,4,41,1,11,2010,03,1,00,00,00,-85.627515,40.4825,18,053
IN,IN0145,6275,FAIRMOUNT PUBLIC LIBRARY,217 SOUTH MAIN STREET,FAIRMOUNT,46928,0027,GRANT,7659483177,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,4451,1,0,0,1,1,1.5,70026,10544,0,86654,,,,7353,1859,10415,77892,3023,0,0,43875,2587,14735,0,663,628,47,52,2080,20020,416,1750,15537,4812,0,37,127,1104,6,7696,2010,03,1,00,00,00,-85.650672,40.41457,18,053
IN,IN0146,6276,VAN BUREN PUBLIC LIBRARY,115 SOUTH FIRST STREET,VAN BUREN,46991,0405,GRANT,7659342171,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2046,1,0,0,0.5,0.88,2.23,98530,7849,0,111581,46457,4674,51131,8802,0,13578,84156,9774,0,0,9774,1781,21337,0,0,3321,43,40,2002,10348,780,1805,30157,5500,0,0,44,1506,2,1911,2010,03,1,00,00,00,-85.504936,40.61737,18,053
IN,IN0147,6277,BARTON REES POGUE MEMORIAL PUBLIC LIBRARY,29 WEST WASHINGTON STREET,UPLAND,46989,0488,GRANT,7659982971,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,3803,1,0,0,0,0.8,1.55,46306,623,0,48390,,,,8998,0,9255,47683,3698,0,0,3698,0,13754,0,534,579,43,50,1664,11076,75,3435,22088,11036,0,56,39,650,3,1728,2010,03,1,00,00,00,-85.494604,40.47524,18,053
IN,IN0148,6278,MATTHEWS PUBLIC LIBRARY,722 MASSACHUSETTS AVENUE,MATTHEWS,46957,0139,GRANT,-3,NO,LD,SO,CI1,N,01/01/2009,12/31/2009,595,1,0,0,0,0.14,0.14,11160,986,0,12411,,,,5767,0,6436,9529,0,0,0,0,0,4500,0,0,748,0,0,286,1600,200,213,1305,138,0,0,0,0,0,0,2010,03,1,00,00,00,-85.499014,40.38847,18,053
IN,IN0149,6331,MIDDLETOWN FALL CREEK TOWNSHIP PUBLIC LIBRARY,780 HIGH STREET,MIDDLETOWN,47356,1315,HENRY,7653544071,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,4811,1,0,0,0,1,3.95,123607,4558,0,132791,86490,6614,93104,12071,0,13981,137545,0,0,0,0,0,50000,0,2300,4500,43,46,2652,25000,1500,5572,90000,62000,0,85,202,3880,8,8000,2010,03,1,00,00,00,-85.537072,40.056,18,065
IN,IN0150,6332,NEW CASTLE-HENRY COUNTY PUBLIC LIBRARY,376 SOUTH 15TH STREET,NEW CASTLE,47362,1050,HENRY,7655290362,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,39349,1,0,1,6,8,41.4,1955562,234306,0,2263447,853316,190227,1043543,186670,50320,282804,1749123,1261280,0,0,1261280,1062677,185268,0,9582,14927,50,318,5668,214103,17519,29241,356284,98017,2459,932,948,14260,65,52790,2010,03,1,00,00,00,-85.367489,39.92855,18,065
IN,IN0151,6333,SPICELAND TOWN-TOWNSHIP PUBLIC LIBRARY,105 WEST MAIN STREET,SPICELAND,47385,0445,HENRY,7659877472,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2200,1,0,0,0,0.25,0.5,20335,188,0,28137,,,,1372,638,2010,19625,0,0,0,0,0,10300,0,146,171,0,21,1040,803,10,1039,1516,426,0,1,28,416,0,0,2010,03,1,00,00,00,-85.439065,39.83836,18,065
IN,IN0152,6334,KNIGHTSTOWN PUBLIC LIBRARY,5 EAST MAIN STREET,KNIGHTSTOWN,46148,1248,HENRY,7653455095,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,2148,1,0,0,0.85,0.85,1.78,51540,2571,0,58889,,,,8659,557,9216,72508,0,0,0,0,0,15839,0,137,1012,43,19,1664,8955,240,870,6939,2514,0,65,21,109,4,3074,2010,03,1,00,00,00,-85.527325,39.79527,18,065
IN,IN0153,6381,DUNKIRK PUBLIC LIBRARY,127 WEST WASHINGTON STREET,DUNKIRK,47336,1218,JAY,7657686872,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,2646,1,0,0,0,1,3.25,125928,9574,5404,151497,69467,8779,78246,18037,0,21919,144135,3910,0,4963,9373,5204,23145,0,528,3004,43,74,2314,5548,1768,2030,23957,6738,0,5,126,1006,4,7488,2010,03,1,00,00,00,-85.211278,40.3736,18,075
IN,IN0154,6382,PENN TOWNSHIP PUBLIC LIBRARY,195 NORTH UNION,PENNVILLE,47369,0206,JAY,2607313333,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,1308,1,0,0,0,0.38,0.46,17797,1269,0,19637,,,,6647,0,6957,18741,0,0,0,183,0,10120,0,465,750,43,55,1040,3450,312,762,6564,1712,0,0,14,415,2,1021,2010,03,1,00,00,00,-85.148231,40.49341,18,075
IN,IN0155,6383,JAY COUNTY PUBLIC LIBRARY,315 NORTH SHIP STREET,PORTLAND,47371,2192,JAY,2607267890,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,17998,1,0,1,1,3,14.7,703109,43071,0,783108,427151,73295,500446,63482,2830,81685,720491,0,0,0,0,0,81475,0,5198,7932,46,198,3874,171843,138,10474,291215,130728,0,199,306,4877,16,27064,2010,03,1,00,00,00,-84.980487,40.43546,18,075
IN,IN0156,6481,NORTH MADISON COUNTY PUBLIC LIBRARY SYSTEM,1600 MAIN STREET,ELWOOD,46036,2023,MADISON,7655525001,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,21031,1,2,0,1,6,18,833576,47660,5312,933415,506985,134106,641091,80068,4613,109295,903498,0,0,0,0,0,84808,0,1515,7287,43,188,8528,171574,2299,10276,197490,38898,0,613,671,5691,43,48723,2010,03,1,00,00,00,-85.839993,40.27699,18,095
IN,IN0157,6482,ALEXANDRIA-MONROE PUBLIC LIBRARY,117 EAST CHURCH STREET,ALEXANDRIA,46001,2005,MADISON,7657242196,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,10233,1,0,0,1,3,7.75,546578,4071,0,580342,231830,62451,294281,51258,0,66954,434460,0,0,0,0,0,49937,0,1902,6326,45,56,2912,77780,21519,4565,140500,35991,1,125,474,8977,35,20117,2010,03,1,00,00,00,-85.674031,40.26356,18,095
IN,IN0158,6483,ANDERSON PUBLIC LIBRARY,111 EAST 12TH STREET,ANDERSON,46016,2701,MADISON,7656412451,ME,LD,MO,OTH,N,01/01/2009,12/31/2009,74719,1,1,1,15.25,21.88,56.43,2232650,59283,0,2525681,2392337,547043,2939380,465810,6118,633623,4305764,0,0,0,0,63907,340940,1684,25827,32507,53,453,6136,605690,147362,49887,1494350,413899,1554,1014,1513,33192,84,512883,2010,03,1,00,00,00,-85.677854,40.1041,18,095
IN,IN0159,6484,PENDLETON COMMUNITY PUBLIC LIBRARY,595 EAST WATER STREET,PENDLETON,46064,1070,MADISON,7657787527,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,16924,1,0,0,1,3.88,12.36,544132,6504,0,596792,319194,76038,395232,66661,0,85676,633260,0,0,0,0,45419,75404,0,3618,5115,46,158,3380,101898,11430,11099,200217,62049,0,812,254,6417,31,27125,2010,03,1,00,00,00,-85.740138,40.00376,18,095
IN,IN0160,6681,FARMLAND PUBLIC LIBRARY,116 SOUTH MAIN STREET,FARMLAND,47340,0189,RANDOLPH,7654687292,ME,LD,SO,CI1,N,01/01/2009,12/31/2009,1456,1,0,0,0,0.5,1.23,36682,3968,0,42472,,,,8679,0,10096,47605,79,0,0,79,2834,9882,0,190,587,43,65,1040,6547,624,605,14590,6126,0,129,37,893,3,735,2010,03,1,00,00,00,-85.127765,40.1882,18,135
IN,IN0161,6682,WINCHESTER COMMUNITY PUBLIC LIBRARY,125 NORTH EAST STREET,WINCHESTER,47394,1604,RANDOLPH,7655844824,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,8879,1,0,0,0,2.75,6.75,298977,25744,0,341979,178804,55043,233847,19683,0,26374,311052,0,0,0,0,0,53631,0,790,4430,43,62,3120,54496,8638,4630,76272,19552,0,770,240,3355,10,12610,2010,03,1,00,00,00,-84.979799,40.17289,18,135
IN,IN0162,6683,WASHINGTON TOWNSHIP PUBLIC LIBRARY,107 NORTH MAIN STREET,LYNN,47355,0127,RANDOLPH,7658741488,ME,LD,SO,OTH,N,01/01/2009,12/31/2009,2288,1,0,0,0,0.63,1.01,67088,5588,0,73305,,,,8304,0,8304,73773,0,0,0,0,0,27250,0,50,158,43,26,1508,7696,200,1192,14261,1200,0,0,54,1884,3,3380,2010,03,1,00,00,00,-84.939968,40.04868,18,135
